,Reservoir_Size,State_noise,Sprectral_radius,Rmse_val_mean,Rmse_tr_mean
0,20,0.3,1.3,0.09906500791840604,0.05866447953286092
1,20,0.30769230769230765,1.3,0.09710150988781353,0.05866447953286092
2,20,0.3153846153846154,1.3,0.09923932910104391,0.05866447953286092
3,20,0.32307692307692304,1.3,0.10056645450966024,0.05866447953286092
4,20,0.33076923076923076,1.3,0.10427593161467422,0.05866447953286092
5,20,0.3384615384615384,1.3,0.09644392299067943,0.05866447953286092
6,20,0.34615384615384615,1.3,0.09830138228332566,0.05866447953286092
7,20,0.3538461538461538,1.3,0.10013989325160508,0.05866447953286092
8,20,0.36153846153846153,1.3,0.10543896491316743,0.05866447953286092
9,20,0.3692307692307692,1.3,0.10493979765344996,0.05866447953286092
10,20,0.3769230769230769,1.3,0.09906282684367038,0.05866447953286092
11,20,0.3846153846153846,1.3,0.09864374084399441,0.05866447953286092
12,20,0.3923076923076923,1.3,0.10279345928165266,0.05866447953286092
13,20,0.39999999999999997,1.3,0.09811315955711973,0.05866447953286092
14,20,0.4076923076923077,1.3,0.10371915900113331,0.05866447953286092
15,20,0.41538461538461535,1.3,0.09730197636307297,0.05866447953286092
16,20,0.4230769230769231,1.3,0.10112993743941354,0.05866447953286092
17,20,0.43076923076923074,1.3,0.10046522098077201,0.05866447953286092
18,20,0.43846153846153846,1.3,0.10246412933281321,0.05866447953286092
19,20,0.4461538461538461,1.3,0.10035203041661338,0.05866447953286092
20,20,0.4538461538461538,1.3,0.09880240110086495,0.05866447953286092
21,20,0.4615384615384615,1.3,0.10374172817594396,0.05866447953286092
22,20,0.46923076923076923,1.3,0.09995409035208472,0.05866447953286092
23,20,0.4769230769230769,1.3,0.10326333543039885,0.05866447953286092
24,20,0.48461538461538456,1.3,0.10128993049375926,0.05866447953286092
25,20,0.4923076923076923,1.3,0.09945898240016368,0.05866447953286092
26,20,0.5,1.3,0.10409098977691271,0.05866447953286092
27,20,0.5076923076923077,1.3,0.10391349460501535,0.05866447953286092
28,20,0.5153846153846153,1.3,0.10228730452893,0.05866447953286092
29,20,0.523076923076923,1.3,0.10207028583740692,0.05866447953286092
30,20,0.5307692307692308,1.3,0.10151042518687228,0.05866447953286092
31,20,0.5384615384615384,1.3,0.10141643661044739,0.05866447953286092
32,20,0.5461538461538461,1.3,0.10396040716821557,0.05866447953286092
33,20,0.5538461538461539,1.3,0.10120130585888425,0.05866447953286092
34,20,0.5615384615384615,1.3,0.10327393894018297,0.05866447953286092
35,20,0.5692307692307692,1.3,0.1030444390173855,0.05866447953286092
36,20,0.5769230769230769,1.3,0.10525015310587424,0.05866447953286092
37,20,0.5846153846153845,1.3,0.10290506890504292,0.05866447953286092
38,20,0.5923076923076922,1.3,0.10236298869638416,0.05866447953286092
39,20,0.6,1.3,0.10444413823360472,0.05866447953286092
40,34,0.3,1.3,0.10155471097233053,0.05866447953286092
41,34,0.30769230769230765,1.3,0.1011791228861257,0.05866447953286092
42,34,0.3153846153846154,1.3,0.10239266121320989,0.05866447953286092
43,34,0.32307692307692304,1.3,0.10225549690082077,0.05866447953286092
44,34,0.33076923076923076,1.3,0.10317154642337974,0.05866447953286092
45,34,0.3384615384615384,1.3,0.09920303399535514,0.05866447953286092
46,34,0.34615384615384615,1.3,0.10179694962561422,0.05866447953286092
47,34,0.3538461538461538,1.3,0.10216571370653264,0.05866447953286092
48,34,0.36153846153846153,1.3,0.10135771960958964,0.05866447953286092
49,34,0.3692307692307692,1.3,0.10188713101190075,0.05866447953286092
50,34,0.3769230769230769,1.3,0.09987964445665001,0.05866447953286092
51,34,0.3846153846153846,1.3,0.10031352689207826,0.05866447953286092
52,34,0.3923076923076923,1.3,0.10194512388405845,0.05866447953286092
53,34,0.39999999999999997,1.3,0.10142965807015233,0.05866447953286092
54,34,0.4076923076923077,1.3,0.09927148063923388,0.05866447953286092
55,34,0.41538461538461535,1.3,0.10056047879765648,0.05866447953286092
56,34,0.4230769230769231,1.3,0.10014962729166729,0.05866447953286092
57,34,0.43076923076923074,1.3,0.10242905086416279,0.05866447953286092
58,34,0.43846153846153846,1.3,0.1026113486977461,0.05866447953286092
59,34,0.4461538461538461,1.3,0.10058256162370663,0.05866447953286092
60,34,0.4538461538461538,1.3,0.1012839413992203,0.05866447953286092
61,34,0.4615384615384615,1.3,0.10001755259390063,0.05866447953286092
62,34,0.46923076923076923,1.3,0.09866697690731384,0.05866447953286092
63,34,0.4769230769230769,1.3,0.09810888850386013,0.05866447953286092
64,34,0.48461538461538456,1.3,0.10114457769856315,0.05866447953286092
65,34,0.4923076923076923,1.3,0.10089345870621332,0.05866447953286092
66,34,0.5,1.3,0.10025979218031242,0.05866447953286092
67,34,0.5076923076923077,1.3,0.09936546044145027,0.05866447953286092
68,34,0.5153846153846153,1.3,0.10488152226304093,0.05866447953286092
69,34,0.523076923076923,1.3,0.1031573544378532,0.05866447953286092
70,34,0.5307692307692308,1.3,0.09982778052490504,0.05866447953286092
71,34,0.5384615384615384,1.3,0.10060118344468479,0.05866447953286092
72,34,0.5461538461538461,1.3,0.10389963702531328,0.05866447953286092
73,34,0.5538461538461539,1.3,0.1045219933631825,0.05866447953286092
74,34,0.5615384615384615,1.3,0.10468646418470304,0.05866447953286092
75,34,0.5692307692307692,1.3,0.10226529141888847,0.05866447953286092
76,34,0.5769230769230769,1.3,0.10006563933003303,0.05866447953286092
77,34,0.5846153846153845,1.3,0.10589833484901374,0.05866447953286092
78,34,0.5923076923076922,1.3,0.10563809114729025,0.05866447953286092
79,34,0.6,1.3,0.10174848710170199,0.05866447953286092
80,49,0.3,1.3,0.08974344538328491,0.05866447953286092
81,49,0.30769230769230765,1.3,0.0888980474810103,0.05866447953286092
82,49,0.3153846153846154,1.3,0.08820054306694258,0.05866447953286092
83,49,0.32307692307692304,1.3,0.09058893036411339,0.05866447953286092
84,49,0.33076923076923076,1.3,0.09010125963294646,0.05866447953286092
85,49,0.3384615384615384,1.3,0.09151470466293793,0.05866447953286092
86,49,0.34615384615384615,1.3,0.0932401743280947,0.05866447953286092
87,49,0.3538461538461538,1.3,0.0884096217111949,0.05866447953286092
88,49,0.36153846153846153,1.3,0.09301348973636063,0.05866447953286092
89,49,0.3692307692307692,1.3,0.09297476190868655,0.05866447953286092
90,49,0.3769230769230769,1.3,0.09192670307945565,0.05866447953286092
91,49,0.3846153846153846,1.3,0.09123626601890504,0.05866447953286092
92,49,0.3923076923076923,1.3,0.0889155775574196,0.05866447953286092
93,49,0.39999999999999997,1.3,0.09069296098258131,0.05866447953286092
94,49,0.4076923076923077,1.3,0.09115243948865574,0.05866447953286092
95,49,0.41538461538461535,1.3,0.09117134228371164,0.05866447953286092
96,49,0.4230769230769231,1.3,0.09130967080886007,0.05866447953286092
97,49,0.43076923076923074,1.3,0.09344787932014877,0.05866447953286092
98,49,0.43846153846153846,1.3,0.09069769817527933,0.05866447953286092
99,49,0.4461538461538461,1.3,0.09246213786844489,0.05866447953286092
100,49,0.4538461538461538,1.3,0.09124970636757915,0.05866447953286092
101,49,0.4615384615384615,1.3,0.09510993308522145,0.05866447953286092
102,49,0.46923076923076923,1.3,0.09415280557805661,0.05866447953286092
103,49,0.4769230769230769,1.3,0.09228571585213594,0.05866447953286092
104,49,0.48461538461538456,1.3,0.09276680310571281,0.05866447953286092
105,49,0.4923076923076923,1.3,0.09346224230508918,0.05866447953286092
106,49,0.5,1.3,0.09196578502913762,0.05866447953286092
107,49,0.5076923076923077,1.3,0.09415803748247084,0.05866447953286092
108,49,0.5153846153846153,1.3,0.09369581644274658,0.05866447953286092
109,49,0.523076923076923,1.3,0.09384459087368045,0.05866447953286092
110,49,0.5307692307692308,1.3,0.09232033955197609,0.05866447953286092
111,49,0.5384615384615384,1.3,0.09363229171936857,0.05866447953286092
112,49,0.5461538461538461,1.3,0.09647154567095327,0.05866447953286092
113,49,0.5538461538461539,1.3,0.09456693163958982,0.05866447953286092
114,49,0.5615384615384615,1.3,0.09235638396906574,0.05866447953286092
115,49,0.5692307692307692,1.3,0.0954841311915994,0.05866447953286092
116,49,0.5769230769230769,1.3,0.09549067437736465,0.05866447953286092
117,49,0.5846153846153845,1.3,0.0946118811780963,0.05866447953286092
118,49,0.5923076923076922,1.3,0.09489094366818797,0.05866447953286092
119,49,0.6,1.3,0.09735457643859936,0.05866447953286092
120,64,0.3,1.3,0.09423299683543218,0.05866447953286092
121,64,0.30769230769230765,1.3,0.098133560401635,0.05866447953286092
122,64,0.3153846153846154,1.3,0.09360551051019336,0.05866447953286092
123,64,0.32307692307692304,1.3,0.0952715437669238,0.05866447953286092
124,64,0.33076923076923076,1.3,0.09543801281802561,0.05866447953286092
125,64,0.3384615384615384,1.3,0.09422920518192276,0.05866447953286092
126,64,0.34615384615384615,1.3,0.09411956968685883,0.05866447953286092
127,64,0.3538461538461538,1.3,0.09473604909016649,0.05866447953286092
128,64,0.36153846153846153,1.3,0.09338156777159344,0.05866447953286092
129,64,0.3692307692307692,1.3,0.09316689470539222,0.05866447953286092
130,64,0.3769230769230769,1.3,0.0925002281565365,0.05866447953286092
131,64,0.3846153846153846,1.3,0.09409822009582994,0.05866447953286092
132,64,0.3923076923076923,1.3,0.09440563372893429,0.05866447953286092
133,64,0.39999999999999997,1.3,0.09233338876675283,0.05866447953286092
134,64,0.4076923076923077,1.3,0.09468150430297198,0.05866447953286092
135,64,0.41538461538461535,1.3,0.09696595790885018,0.05866447953286092
136,64,0.4230769230769231,1.3,0.09458992324309648,0.05866447953286092
137,64,0.43076923076923074,1.3,0.09564884453732515,0.05866447953286092
138,64,0.43846153846153846,1.3,0.09539441915325074,0.05866447953286092
139,64,0.4461538461538461,1.3,0.09622457851859892,0.05866447953286092
140,64,0.4538461538461538,1.3,0.09718551362476331,0.05866447953286092
141,64,0.4615384615384615,1.3,0.09577437736487265,0.05866447953286092
142,64,0.46923076923076923,1.3,0.09444558382037296,0.05866447953286092
143,64,0.4769230769230769,1.3,0.09354564867083617,0.05866447953286092
144,64,0.48461538461538456,1.3,0.09454989772000537,0.05866447953286092
145,64,0.4923076923076923,1.3,0.09366229963715368,0.05866447953286092
146,64,0.5,1.3,0.09417103473140574,0.05866447953286092
147,64,0.5076923076923077,1.3,0.09580361881779292,0.05866447953286092
148,64,0.5153846153846153,1.3,0.09399264389700349,0.05866447953286092
149,64,0.523076923076923,1.3,0.09357965033594631,0.05866447953286092
150,64,0.5307692307692308,1.3,0.09351576967702466,0.05866447953286092
151,64,0.5384615384615384,1.3,0.09428638265707742,0.05866447953286092
152,64,0.5461538461538461,1.3,0.09696796783944697,0.05866447953286092
153,64,0.5538461538461539,1.3,0.09581698095438936,0.05866447953286092
154,64,0.5615384615384615,1.3,0.09553721284577084,0.05866447953286092
155,64,0.5692307692307692,1.3,0.09488459698435717,0.05866447953286092
156,64,0.5769230769230769,1.3,0.09496838114055536,0.05866447953286092
157,64,0.5846153846153845,1.3,0.09670753426572651,0.05866447953286092
158,64,0.5923076923076922,1.3,0.09599667184845304,0.05866447953286092
159,64,0.6,1.3,0.09750444522112234,0.05866447953286092
160,79,0.3,1.3,0.09133983050957174,0.05866447953286092
161,79,0.30769230769230765,1.3,0.08279892877704297,0.05866447953286092
162,79,0.3153846153846154,1.3,0.08622612872911928,0.05866447953286092
163,79,0.32307692307692304,1.3,0.08509375141035322,0.05866447953286092
164,79,0.33076923076923076,1.3,0.08548957208662597,0.05866447953286092
165,79,0.3384615384615384,1.3,0.08675955994051363,0.05866447953286092
166,79,0.34615384615384615,1.3,0.08413394161523717,0.05866447953286092
167,79,0.3538461538461538,1.3,0.08671984403298294,0.05866447953286092
168,79,0.36153846153846153,1.3,0.08324874301488273,0.05866447953286092
169,79,0.3692307692307692,1.3,0.08648282952176714,0.05866447953286092
170,79,0.3769230769230769,1.3,0.08417889451003624,0.05866447953286092
171,79,0.3846153846153846,1.3,0.08635976610193526,0.05866447953286092
172,79,0.3923076923076923,1.3,0.0829411617896944,0.05866447953286092
173,79,0.39999999999999997,1.3,0.0843893738815483,0.05866447953286092
174,79,0.4076923076923077,1.3,0.08442780496058784,0.05866447953286092
175,79,0.41538461538461535,1.3,0.08544038913324932,0.05866447953286092
176,79,0.4230769230769231,1.3,0.08390404935582399,0.05866447953286092
177,79,0.43076923076923074,1.3,0.08745565466658581,0.05866447953286092
178,79,0.43846153846153846,1.3,0.08616999170100972,0.05866447953286092
179,79,0.4461538461538461,1.3,0.08498607375379887,0.05866447953286092
180,79,0.4538461538461538,1.3,0.0861657086928308,0.05866447953286092
181,79,0.4615384615384615,1.3,0.08794378654653676,0.05866447953286092
182,79,0.46923076923076923,1.3,0.08487655538565027,0.05866447953286092
183,79,0.4769230769230769,1.3,0.08702843131726534,0.05866447953286092
184,79,0.48461538461538456,1.3,0.08789631278468195,0.05866447953286092
185,79,0.4923076923076923,1.3,0.08658338875127203,0.05866447953286092
186,79,0.5,1.3,0.08736022226664633,0.05866447953286092
187,79,0.5076923076923077,1.3,0.08654354781786464,0.05866447953286092
188,79,0.5153846153846153,1.3,0.08888970039891786,0.05866447953286092
189,79,0.523076923076923,1.3,0.08960128813403301,0.05866447953286092
190,79,0.5307692307692308,1.3,0.08846260625554347,0.05866447953286092
191,79,0.5384615384615384,1.3,0.08778957562691955,0.05866447953286092
192,79,0.5461538461538461,1.3,0.08695598841615329,0.05866447953286092
193,79,0.5538461538461539,1.3,0.08888545234192671,0.05866447953286092
194,79,0.5615384615384615,1.3,0.08956479139438782,0.05866447953286092
195,79,0.5692307692307692,1.3,0.08892283943175634,0.05866447953286092
196,79,0.5769230769230769,1.3,0.090681312670819,0.05866447953286092
197,79,0.5846153846153845,1.3,0.08767131387056588,0.05866447953286092
198,79,0.5923076923076922,1.3,0.08967714226589259,0.05866447953286092
199,79,0.6,1.3,0.09085952971080488,0.05866447953286092
200,94,0.3,1.3,0.08241313849928841,0.05866447953286092
201,94,0.30769230769230765,1.3,0.0833874705084095,0.05866447953286092
202,94,0.3153846153846154,1.3,0.08229131323370913,0.05866447953286092
203,94,0.32307692307692304,1.3,0.08404707395048594,0.05866447953286092
204,94,0.33076923076923076,1.3,0.08384784133496816,0.05866447953286092
205,94,0.3384615384615384,1.3,0.08270122979361154,0.05866447953286092
206,94,0.34615384615384615,1.3,0.0819429477520049,0.05866447953286092
207,94,0.3538461538461538,1.3,0.08148079792924308,0.05866447953286092
208,94,0.36153846153846153,1.3,0.08175767940626492,0.05866447953286092
209,94,0.3692307692307692,1.3,0.08117043541738625,0.05866447953286092
210,94,0.3769230769230769,1.3,0.08275919585394201,0.05866447953286092
211,94,0.3846153846153846,1.3,0.08224607843730897,0.05866447953286092
212,94,0.3923076923076923,1.3,0.0828901793022894,0.05866447953286092
213,94,0.39999999999999997,1.3,0.08355926968406975,0.05866447953286092
214,94,0.4076923076923077,1.3,0.08304398063856941,0.05866447953286092
215,94,0.41538461538461535,1.3,0.08441430016036044,0.05866447953286092
216,94,0.4230769230769231,1.3,0.08423393937113541,0.05866447953286092
217,94,0.43076923076923074,1.3,0.08320267338905654,0.05866447953286092
218,94,0.43846153846153846,1.3,0.08355262796565979,0.05866447953286092
219,94,0.4461538461538461,1.3,0.08538312930304597,0.05866447953286092
220,94,0.4538461538461538,1.3,0.08574956451301274,0.05866447953286092
221,94,0.4615384615384615,1.3,0.08534945174692252,0.05866447953286092
222,94,0.46923076923076923,1.3,0.08473328138438371,0.05866447953286092
223,94,0.4769230769230769,1.3,0.08475676753656673,0.05866447953286092
224,94,0.48461538461538456,1.3,0.08402602210389656,0.05866447953286092
225,94,0.4923076923076923,1.3,0.08601689084080515,0.05866447953286092
226,94,0.5,1.3,0.08554803594280266,0.05866447953286092
227,94,0.5076923076923077,1.3,0.085707426880025,0.05866447953286092
228,94,0.5153846153846153,1.3,0.08402418253680495,0.05866447953286092
229,94,0.523076923076923,1.3,0.08656968570703127,0.05866447953286092
230,94,0.5307692307692308,1.3,0.08757866420284155,0.05866447953286092
231,94,0.5384615384615384,1.3,0.08550307161984878,0.05866447953286092
232,94,0.5461538461538461,1.3,0.08628391015988704,0.05866447953286092
233,94,0.5538461538461539,1.3,0.0857051997750551,0.05866447953286092
234,94,0.5615384615384615,1.3,0.08670025838361621,0.05866447953286092
235,94,0.5692307692307692,1.3,0.08823500172456951,0.05866447953286092
236,94,0.5769230769230769,1.3,0.08665282574965388,0.05866447953286092
237,94,0.5846153846153845,1.3,0.08593556815783396,0.05866447953286092
238,94,0.5923076923076922,1.3,0.08642100417233667,0.05866447953286092
239,94,0.6,1.3,0.08627278724640046,0.05866447953286092
240,109,0.3,1.3,0.08430736465668683,0.05866447953286092
241,109,0.30769230769230765,1.3,0.08390887454070481,0.05866447953286092
242,109,0.3153846153846154,1.3,0.08482358001187791,0.05866447953286092
243,109,0.32307692307692304,1.3,0.08476805592746187,0.05866447953286092
244,109,0.33076923076923076,1.3,0.08330664353005487,0.05866447953286092
245,109,0.3384615384615384,1.3,0.08520280990260871,0.05866447953286092
246,109,0.34615384615384615,1.3,0.08402421329439537,0.05866447953286092
247,109,0.3538461538461538,1.3,0.08514730127662898,0.05866447953286092
248,109,0.36153846153846153,1.3,0.08536406968712824,0.05866447953286092
249,109,0.3692307692307692,1.3,0.08437279766227798,0.05866447953286092
250,109,0.3769230769230769,1.3,0.0856626726418069,0.05866447953286092
251,109,0.3846153846153846,1.3,0.08266176007516621,0.05866447953286092
252,109,0.3923076923076923,1.3,0.08320451700769696,0.05866447953286092
253,109,0.39999999999999997,1.3,0.0839958964101328,0.05866447953286092
254,109,0.4076923076923077,1.3,0.0824441159962256,0.05866447953286092
255,109,0.41538461538461535,1.3,0.08501267833606403,0.05866447953286092
256,109,0.4230769230769231,1.3,0.08276676544741746,0.05866447953286092
257,109,0.43076923076923074,1.3,0.0834870016804326,0.05866447953286092
258,109,0.43846153846153846,1.3,0.08494599125175081,0.05866447953286092
259,109,0.4461538461538461,1.3,0.08586029652250679,0.05866447953286092
260,109,0.4538461538461538,1.3,0.08428693263537086,0.05866447953286092
261,109,0.4615384615384615,1.3,0.08509485029236231,0.05866447953286092
262,109,0.46923076923076923,1.3,0.08538887618669969,0.05866447953286092
263,109,0.4769230769230769,1.3,0.08558241204835601,0.05866447953286092
264,109,0.48461538461538456,1.3,0.08376193888797132,0.05866447953286092
265,109,0.4923076923076923,1.3,0.08340196221503332,0.05866447953286092
266,109,0.5,1.3,0.08336927867955007,0.05866447953286092
267,109,0.5076923076923077,1.3,0.08733025344708953,0.05866447953286092
268,109,0.5153846153846153,1.3,0.08495192293923459,0.05866447953286092
269,109,0.523076923076923,1.3,0.08588485821737435,0.05866447953286092
270,109,0.5307692307692308,1.3,0.08743259817066841,0.05866447953286092
271,109,0.5384615384615384,1.3,0.08629486489168534,0.05866447953286092
272,109,0.5461538461538461,1.3,0.08605637047571826,0.05866447953286092
273,109,0.5538461538461539,1.3,0.08508814221906909,0.05866447953286092
274,109,0.5615384615384615,1.3,0.08517336465752415,0.05866447953286092
275,109,0.5692307692307692,1.3,0.08509548278891822,0.05866447953286092
276,109,0.5769230769230769,1.3,0.09020909838005667,0.05866447953286092
277,109,0.5846153846153845,1.3,0.08580293982920195,0.05866447953286092
278,109,0.5923076923076922,1.3,0.08591138820365606,0.05866447953286092
279,109,0.6,1.3,0.08732540349338068,0.05866447953286092
280,124,0.3,1.3,0.08527858274586934,0.05866447953286092
281,124,0.30769230769230765,1.3,0.08719820103324519,0.05866447953286092
282,124,0.3153846153846154,1.3,0.08480119777343022,0.05866447953286092
283,124,0.32307692307692304,1.3,0.08502413365556685,0.05866447953286092
284,124,0.33076923076923076,1.3,0.08596425147939557,0.05866447953286092
285,124,0.3384615384615384,1.3,0.08676386142177277,0.05866447953286092
286,124,0.34615384615384615,1.3,0.085808482616387,0.05866447953286092
287,124,0.3538461538461538,1.3,0.08411245398121259,0.05866447953286092
288,124,0.36153846153846153,1.3,0.08601985348619401,0.05866447953286092
289,124,0.3692307692307692,1.3,0.08729158332325176,0.05866447953286092
290,124,0.3769230769230769,1.3,0.08367877258975874,0.05866447953286092
291,124,0.3846153846153846,1.3,0.08377773874647529,0.05866447953286092
292,124,0.3923076923076923,1.3,0.08341874882999914,0.05866447953286092
293,124,0.39999999999999997,1.3,0.08492230936381709,0.05866447953286092
294,124,0.4076923076923077,1.3,0.08471660785538909,0.05866447953286092
295,124,0.41538461538461535,1.3,0.08697219287856135,0.05866447953286092
296,124,0.4230769230769231,1.3,0.08505216324508459,0.05866447953286092
297,124,0.43076923076923074,1.3,0.08432276204593117,0.05866447953286092
298,124,0.43846153846153846,1.3,0.08429775826934963,0.05866447953286092
299,124,0.4461538461538461,1.3,0.08369650454164106,0.05866447953286092
300,124,0.4538461538461538,1.3,0.086701457385266,0.05866447953286092
301,124,0.4615384615384615,1.3,0.08358542456016346,0.05866447953286092
302,124,0.46923076923076923,1.3,0.08562113338357491,0.05866447953286092
303,124,0.4769230769230769,1.3,0.08645655673605732,0.05866447953286092
304,124,0.48461538461538456,1.3,0.08400474421921514,0.05866447953286092
305,124,0.4923076923076923,1.3,0.08668781873941932,0.05866447953286092
306,124,0.5,1.3,0.08577277043906617,0.05866447953286092
307,124,0.5076923076923077,1.3,0.08557684458754827,0.05866447953286092
308,124,0.5153846153846153,1.3,0.085666889290745,0.05866447953286092
309,124,0.523076923076923,1.3,0.08458736091665435,0.05866447953286092
310,124,0.5307692307692308,1.3,0.08484680611377508,0.05866447953286092
311,124,0.5384615384615384,1.3,0.08497213279558394,0.05866447953286092
312,124,0.5461538461538461,1.3,0.08468838925953079,0.05866447953286092
313,124,0.5538461538461539,1.3,0.08481999080994156,0.05866447953286092
314,124,0.5615384615384615,1.3,0.08564995593794557,0.05866447953286092
315,124,0.5692307692307692,1.3,0.0852667616379739,0.05866447953286092
316,124,0.5769230769230769,1.3,0.08541135042397244,0.05866447953286092
317,124,0.5846153846153845,1.3,0.08562167707376607,0.05866447953286092
318,124,0.5923076923076922,1.3,0.08629731456308501,0.05866447953286092
319,124,0.6,1.3,0.08580016132524712,0.05866447953286092
320,138,0.3,1.3,0.08959096730146215,0.05866447953286092
321,138,0.30769230769230765,1.3,0.08977624279802143,0.05866447953286092
322,138,0.3153846153846154,1.3,0.08934266864780681,0.05866447953286092
323,138,0.32307692307692304,1.3,0.09098562452476222,0.05866447953286092
324,138,0.33076923076923076,1.3,0.08877937694348728,0.05866447953286092
325,138,0.3384615384615384,1.3,0.08801155126604218,0.05866447953286092
326,138,0.34615384615384615,1.3,0.08936252420619413,0.05866447953286092
327,138,0.3538461538461538,1.3,0.08790232902469687,0.05866447953286092
328,138,0.36153846153846153,1.3,0.08788372509735484,0.05866447953286092
329,138,0.3692307692307692,1.3,0.08776014500036737,0.05866447953286092
330,138,0.3769230769230769,1.3,0.08640569033623816,0.05866447953286092
331,138,0.3846153846153846,1.3,0.08791084531896612,0.05866447953286092
332,138,0.3923076923076923,1.3,0.08861955644914066,0.05866447953286092
333,138,0.39999999999999997,1.3,0.08850220425707088,0.05866447953286092
334,138,0.4076923076923077,1.3,0.08798915878116594,0.05866447953286092
335,138,0.41538461538461535,1.3,0.0873268342464225,0.05866447953286092
336,138,0.4230769230769231,1.3,0.08792566931824744,0.05866447953286092
337,138,0.43076923076923074,1.3,0.08708987439265406,0.05866447953286092
338,138,0.43846153846153846,1.3,0.08532717104695989,0.05866447953286092
339,138,0.4461538461538461,1.3,0.08633785866869077,0.05866447953286092
340,138,0.4538461538461538,1.3,0.08586078404967559,0.05866447953286092
341,138,0.4615384615384615,1.3,0.08657293424823052,0.05866447953286092
342,138,0.46923076923076923,1.3,0.08667354951254314,0.05866447953286092
343,138,0.4769230769230769,1.3,0.08590329214098909,0.05866447953286092
344,138,0.48461538461538456,1.3,0.08722710467200115,0.05866447953286092
345,138,0.4923076923076923,1.3,0.08712608385160373,0.05866447953286092
